路段代码,路线代码,路线名称,路段序列号,路段所在行政区域,起点名称,起点桩号,讫点名称,讫点桩号,路段技术等级,路段路面类型,路段里程,实际里程,路面宽度,路基宽度,涵洞数量,是否为共用路段,共用路段是否为长链,所共用路线代码,所共用路段序列号,是否待贯通路段,最新改建时间(年份),建成时间(年份),管养单位代码,管养单位名称,是否为城市道路路段,备注,变更原因,填报单位,填报单位代码,断链类型,国道调整前路线编号,国道调整前路线名称,原路线代码,原路线起点桩号,原路线讫点桩号,对应原路线里程,是否变化,路线编号,填报单位负责人,填表人,填表人电话,统计负责人,统计负责人电话
X467120112001,X467120112,津沽附线二,001,120112101000,津沽路交叉口,0.00,老街里,1.62,4.三级公路,11.沥青混凝土,1.62,1.62,8.00,12.00,0,2.否,,,,2.否,,1966,121011121,津南区公路建设养护中心,2.否,,21.指标变更或地理位置变更,津南区公路建设养护中心,121011121,0.正常路段,,,X467120112,0.00,1.62,1.62,2.否,X467,高玉森,韩静漪,88531156,李国强,88531156
X467120112002,X467120112,津沽附线二,002,120112101000,老街里,1.62,津沽路,2.18,3.二级公路,11.沥青混凝土,0.56,0.55,12.00,14.00,0,2.否,,,,2.否,1995,1966,121011121,津南区公路建设养护中心,2.否,,21.指标变更或地理位置变更,津南区公路建设养护中心,121011121,0.正常路段,,,X467120112,1.62,2.18,0.56,2.否,X467,高玉森,韩静漪,88531156,李国强,88531156
X467120112003,X467120112,津沽附线二,003,120112101000,津沽路,2.18,葛万线,2.45,3.二级公路,11.沥青混凝土,0.27,0.27,12.00,14.00,0,1.是,,S105,006,2.否,1999,1966,121011121,津南区公路建设养护中心,2.否,,21.指标变更或地理位置变更,津南区公路建设养护中心,121011121,0.正常路段,,,X467120112,2.18,4.03,1.85,2.否,X467,高玉森,韩静漪,88531156,李国强,88531156
X467120112004,X467120112,津沽附线二,004,120112101000,葛万线,2.45,津沽线交叉口,4.03,3.二级公路,11.沥青混凝土,1.58,1.56,12.00,14.00,0,1.是,,S105,007,2.否,1999,1966,121011121,津南区公路建设养护中心,2.否,,21.指标变更或地理位置变更,津南区公路建设养护中心,121011121,0.正常路段,,,X467120112,2.18,4.03,1.85,2.否,X467,高玉森,韩静漪,88531156,李国强,88531156
X467120112005,X467120112,津沽附线二,005,120112101000,津沽线交叉口,4.03,津南塘沽界,7.84,3.二级公路,11.沥青混凝土,3.81,3.83,9.00,12.00,1,2.否,,,,2.否,1999,1966,121011121,津南区公路建设养护中心,2.否,,21.指标变更或地理位置变更,津南区公路建设养护中心,121011121,0.正常路段,,,X467120112,4.03,7.84,3.81,2.否,X467,高玉森,韩静漪,88531156,李国强,88531156
X468120112001,X468120112,盛塘路,001,120112107000,津港路,0.00,津歧线交叉口,3.46,3.二级公路,11.沥青混凝土,3.46,3.46,16.00,19.00,1,2.否,,,,2.否,,2004,121011121,津南区公路建设养护中心,2.否,,21.指标变更或地理位置变更,津南区公路建设养护中心,121011121,0.正常路段,,,X468120112,0.00,3.59,3.59,2.否,X468,高玉森,韩静漪,88531156,李国强,88531156
X468120112002,X468120112,盛塘路,002,120112107000,津歧线交叉口,3.46,葛万线,5.62,3.二级公路,11.沥青混凝土,2.16,2.24,16.00,19.00,0,2.否,,,,2.否,,2004,121011121,津南区公路建设养护中心,2.否,,21.指标变更或地理位置变更,津南区公路建设养护中心,121011121,0.正常路段,,,X468120112,0.00,3.59,3.59,2.否,X468,高玉森,韩静漪,88531156,李国强,88531156
Y035120112001,Y035120112,洪泥河东路,001,120112107000,八二路,0.00,洪泥河东侧,7.63,4.三级公路,11.沥青混凝土,7.63,7.64,9.00,10.00,0,2.否,,,,2.否,,2011,121011121,津南区公路建设养护中心,2.否,,10.未变更,津南区公路建设养护中心,121011121,,,,Y035120112,0.00,7.63,7.63,2.否,Y035,孙国斌,韩静漪,02288531156,李国强,02288531156
Y049120112001,Y049120112,盛塘北路,001,120112102000,津歧路,0.00,小站镇北马路,1.52,3.二级公路,11.沥青混凝土,1.52,1.51,16.00,17.00,0,2.否,,,,2.否,,2011,121011121,津南区公路建设养护中心,2.否,,10.未变更,津南区公路建设养护中心,121011121,,,,Y049120112,0.00,1.52,1.52,2.否,Y049,孙国斌,韩静漪,02288531156,李国强,02288531156
Y051120112001,Y051120112,小站镇北马路,001,120112102000,津歧路,0.00,汉港路,5.27,3.二级公路,11.沥青混凝土,5.27,5.34,15.00,16.00,0,2.否,,,,2.否,,2011,121011121,津南区公路建设养护中心,2.否,,21.指标变更或地理位置变更,津南区公路建设养护中心,121011121,,,,,,,,,Y051,孙国斌,韩静漪,02288531156,李国强,02288531156
Y5A0120112001,Y5A0120112,盛塘南路延长线,001,120112102000,葛万路,0.00,小站中心道,1.78,4.三级公路,11.沥青混凝土,1.78,1.78,6.00,7.00,0,2.否,,,,2.否,,2013,121011121,津南区公路建设养护中心,2.否,,10.未变更,津南区公路建设养护中心,121011121,,,,,,,,,Y5A0,孙国斌,韩静漪,02288531156,李国强,02288531156
Y5A1120112001,Y5A1120112,东环路,001,120112102000,北马路,0.00,葛万公路,1.67,3.二级公路,11.沥青混凝土,1.67,1.66,12.00,12.00,0,2.否,,,,2.否,,2014,121011121,津南区公路建设养护中心,2.否,,21.指标变更或地理位置变更,津南区公路建设养护中心,121011121,,,,,,,,,Y5A1,孙国斌,韩静漪,02288531156,李国强,02288531156
Y5A2120112001,Y5A2120112,天嘉湖大道南延线,001,120112107000,天嘉湖大道,0.00,双顺路,1.05,4.三级公路,11.沥青混凝土,1.05,1.10,8.00,9.00,0,2.否,,,,2.否,,2021,121011121,津南区公路建设养护中心,2.否,,11.新建,津南区公路建设养护中心,121011121,,,,,,,,,Y5A2,孙国斌,韩静漪,02288531156,李国强,02288531156
Y5A3120112001,Y5A3120112,幸福横河路,001,120112108000,宣惠道,0.00,海尔大道,3.07,4.三级公路,11.沥青混凝土,3.07,3.04,7.00,8.00,0,2.否,,,,2.否,,2021,121011121,津南区公路建设养护中心,2.否,,11.新建,津南区公路建设养护中心,121011121,,,,,,,,,Y5A3,孙国斌,韩静漪,02288531156,李国强,02288531156
Y653120112002,Y653120112,东小路,002,120112106000,津晋高速跨线桥,0.18,拆分点,0.85,5.四级公路,11.沥青混凝土,0.67,0.65,7.50,9.00,0,2.否,,,,2.否,2019,1985,121011121,津南区公路建设养护中心,2.否,,10.未变更,津南区公路建设养护中心,121011121,,,,Y653120112,0.18,0.85,0.67,2.否,Y653,孙国斌,韩静漪,02288531156,李国强,02288531156
Y653120112003,Y653120112,东小路,003,120112106000,拆分点,0.85,石柱子横河桥,2.15,5.四级公路,11.沥青混凝土,1.30,1.28,7.50,9.00,0,2.否,,,,2.否,2019,1985,121011121,津南区公路建设养护中心,2.否,,10.未变更,津南区公路建设养护中心,121011121,,,,Y653120112,0.85,2.15,1.30,2.否,Y653,孙国斌,韩静漪,02288531156,李国强,02288531156
Y653120112004,Y653120112,东小路,004,120112102000,石柱子横河桥,2.15,拆分点,4.13,5.四级公路,11.沥青混凝土,1.98,1.98,7.50,9.00,0,2.否,,,,2.否,2019,2000,121011121,津南区公路建设养护中心,2.否,,10.未变更,津南区公路建设养护中心,121011121,,,,Y653120112,2.15,4.13,1.98,2.否,Y653,孙国斌,韩静漪,02288531156,李国强,02288531156
Y653120112005,Y653120112,东小路,005,120112102000,拆分点,4.13,拆分点,4.31,5.四级公路,11.沥青混凝土,0.19,0.19,7.50,9.00,0,2.否,,,,2.否,2019,2000,121011121,津南区公路建设养护中心,2.否,,10.未变更,津南区公路建设养护中心,121011121,,,,Y653120112,4.13,4.31,0.19,2.否,Y653,孙国斌,韩静漪,02288531156,李国强,02288531156
Y653120112006,Y653120112,东小路,006,120112102000,拆分点,4.31,小站镇北马路,5.15,5.四级公路,11.沥青混凝土,0.84,0.84,7.50,9.00,0,2.否,,,,2.否,2019,2000,121011121,津南区公路建设养护中心,2.否,,10.未变更,津南区公路建设养护中心,121011121,,,,Y653120112,4.31,5.15,0.84,2.否,Y653,孙国斌,韩静漪,02288531156,李国强,02288531156
Y659120112003,Y659120112,咸双路,003,120112106000,双桥河,2.11,西泥沽入点,3.33,5.四级公路,12.水泥混凝土,1.22,1.22,4.00,5.00,0,2.否,,,,2.否,2003,1983,121011121,津南区公路建设养护中心,2.否,,10.未变更,津南区公路建设养护中心,121011121,,,,Y659120112,2.11,3.33,1.22,2.否,Y659,孙国斌,韩静漪,02288531156,李国强,02288531156
Y659120112004,Y659120112,咸双路,004,120112106000,西泥沽入点,3.33,西官房村入点,4.48,5.四级公路,11.沥青混凝土,1.15,1.15,4.00,5.00,0,2.否,,,,2.否,2003,1983,121011121,津南区公路建设养护中心,2.否,,10.未变更,津南区公路建设养护中心,121011121,,,,Y659120112,3.33,4.48,1.15,2.否,Y659,孙国斌,韩静漪,02288531156,李国强,02288531156
Y659120112005,Y659120112,咸双路,005,120112106000,西官房村入点,4.48,六米段,5.02,5.四级公路,11.沥青混凝土,0.54,0.54,5.00,6.00,0,2.否,,,,2.否,2012,1983,121011121,津南区公路建设养护中心,2.否,,10.未变更,津南区公路建设养护中心,121011121,,,,Y659120112,4.48,5.02,0.54,2.否,Y659,孙国斌,韩静漪,02288531156,李国强,02288531156
Y659120112006,Y659120112,咸双路,006,120112106000,六米段,5.02,欣欣中路,5.78,5.四级公路,11.沥青混凝土,0.76,0.76,6.00,7.00,0,2.否,,,,2.否,2012,1983,121011121,津南区公路建设养护中心,2.否,,10.未变更,津南区公路建设养护中心,121011121,,,,Y659120112,5.02,5.78,0.76,2.否,Y659,孙国斌,韩静漪,02288531156,李国强,02288531156
Y659120112007,Y659120112,咸双路,007,120112106000,欣欣中路,5.78,津沽路,6.13,5.四级公路,11.沥青混凝土,0.34,0.35,6.00,7.00,0,2.否,,,,2.否,,1983,121011121,津南区公路建设养护中心,2.否,台帐核实,10.未变更,津南区公路建设养护中心,121011121,,,,Y659120112,5.78,6.13,0.34,2.否,Y659,孙国斌,韩静漪,02288531156,李国强,02288531156
Y667120112001,Y667120112,葛九路,001,120112101000,津沽路,0.00,东九路,3.66,5.四级公路,12.水泥混凝土,3.66,3.67,6.00,7.00,0,2.否,,,,2.否,2000,1985,121011121,津南区公路建设养护中心,2.否,,21.指标变更或地理位置变更,津南区公路建设养护中心,121011121,,,,Y667120112,0.00,3.22,3.22,2.否,Y667,孙国斌,韩静漪,02288531156,李国强,02288531156
Y679120112001,Y679120112,东九路,001,120112102000,东上路,0.00,营盘圈分界,0.86,5.四级公路,12.水泥混凝土,0.86,0.86,4.00,5.00,0,2.否,,,,2.否,2012,2000,121011121,津南区公路建设养护中心,2.否,,10.未变更,津南区公路建设养护中心,121011121,,,,Y679120112,0.00,0.86,0.86,2.否,Y679,孙国斌,韩静漪,02288531156,李国强,02288531156
Y679120112002,Y679120112,东九路,002,120112101000,营盘圈分界,0.86,九道沟村,4.88,5.四级公路,11.沥青混凝土,4.02,4.02,4.00,5.00,0,2.否,,,,2.否,2012,1985,121011121,津南区公路建设养护中心,2.否,,10.未变更,津南区公路建设养护中心,121011121,,,,Y679120112,0.86,4.88,4.02,2.否,Y679,孙国斌,韩静漪,02288531156,李国强,02288531156
Y700120112001,Y700120112,小站中心道,001,120112102000,津港公路,0.00,迎新村支路一,2.43,4.三级公路,11.沥青混凝土,2.43,2.42,8.00,9.00,0,2.否,,,,2.否,2021,2000,121011121,津南区公路建设养护中心,2.否,,12.改建,津南区公路建设养护中心,121011121,,,,,,,,,Y700,孙国斌,韩静漪,02288531156,李国强,02288531156
Y700120112002,Y700120112,小站中心道,002,120112102000,迎新村支路一,2.43,津歧公路,3.07,3.二级公路,11.沥青混凝土,0.64,0.64,28.00,29.00,0,2.否,,,,2.否,2021,2000,121011121,津南区公路建设养护中心,2.否,,12.改建,津南区公路建设养护中心,121011121,,,,,,,,,Y700,赵志杰,韩静漪,02288531156,李国强,02288531156
Y700120112003,Y700120112,小站中心道,003,120112102000,津歧公路,3.07,汉港公路,7.62,4.三级公路,11.沥青混凝土,4.55,4.59,8.00,9.00,0,2.否,,,,2.否,2021,2000,121011121,津南区公路建设养护中心,2.否,,12.改建,津南区公路建设养护中心,121011121,,,,,,,,,Y700,赵志杰,韩静漪,02288531156,李国强,02288531156
Y700120112004,Y700120112,小站中心道,004,120112102000,汉港公路,7.62,东上路口,7.76,5.四级公路,12.水泥混凝土,0.14,0.14,5.00,6.00,0,2.否,,,,2.否,1999,1984,121011121,津南区公路建设养护中心,2.否,,10.未变更,津南区公路建设养护中心,121011121,,,,,,,,,Y700,高玉森,韩静漪,02288531156,李国强,02288531156
Y746120112001,Y746120112,双顺路,001,120112107000,津港公路,0.00,葛万公路,6.20,4.三级公路,11.沥青混凝土,6.20,6.12,8.00,9.00,0,2.否,,,,2.否,2021,2000,121011121,津南区公路建设养护中心,2.否,,12.改建,津南区公路建设养护中心,121011121,,,,,,,,,Y746,孙国斌,韩静漪,02288531156,李国强,02288531156
Y749120112001,Y749120112,双中路,001,120112107000,葛万路,0.00,双闸村路,0.46,3.二级公路,11.沥青混凝土,0.46,0.46,9.00,11.00,0,2.否,,,,2.否,2005,1984,121011121,津南区公路建设养护中心,2.否,,21.指标变更或地理位置变更,津南区公路建设养护中心,121011121,,,,,,,,,Y749,孙国斌,韩静漪,02288531156,李国强,02288531156
Y749120112002,Y749120112,双中路,002,120112107000,双闸村路,0.46,幸福路,4.08,5.四级公路,12.水泥混凝土,3.62,3.63,6.00,8.00,2,2.否,,,,2.否,,2004,121011121,津南区公路建设养护中心,2.否,,21.指标变更或地理位置变更,津南区公路建设养护中心,121011121,,,,,,,,,Y749,孙国斌,韩静漪,02288531156,李国强,02288531156
Y788120112001,Y788120112,仁字营村路,001,120112108000,津歧路,0.00,仁营路,1.64,4.三级公路,11.沥青混凝土,1.64,1.64,12.00,13.00,0,2.否,,,,2.否,2015,1986,121011121,津南区公路建设养护中心,2.否,99,10.未变更,津南区公路建设养护中心,121011121,,,,Y788120112,0.00,1.64,1.64,2.否,Y788,孙国斌,韩静漪,02288531156,李国强,02288531156
Y791120112001,Y791120112,裕盛路,001,120112108000,津岐路,0.00,建新市场,0.49,3.二级公路,11.沥青混凝土,0.49,0.49,22.00,23.00,0,2.否,,,,2.否,2005,1985,121011121,津南区公路建设养护中心,2.否,,10.未变更,津南区公路建设养护中心,121011121,,,,Y791120112,0.00,0.49,0.49,2.否,Y791,孙国斌,韩静漪,02288531156,李国强,02288531156
Y791120112002,Y791120112,裕盛路,002,120112108000,建新市场,0.49,裕盛村入点,1.75,3.二级公路,11.沥青混凝土,1.26,1.26,22.00,23.00,0,2.否,,,,2.否,2005,1985,121011121,津南区公路建设养护中心,2.否,现场核实,10.未变更,津南区公路建设养护中心,121011121,,,,Y791120112,0.49,1.75,1.26,2.否,Y791,孙国斌,韩静漪,02288531156,李国强,02288531156
Y791120112003,Y791120112,裕盛路,003,120112108000,裕盛村入点,1.75,裕盛村出点,2.49,3.二级公路,11.沥青混凝土,0.74,0.74,22.00,23.00,0,2.否,,,,2.否,2005,1985,121011121,津南区公路建设养护中心,2.否,,10.未变更,津南区公路建设养护中心,121011121,,,,Y791120112,1.75,2.49,0.74,2.否,Y791,孙国斌,韩静漪,02288531156,李国强,02288531156
Y791120112004,Y791120112,裕盛路,004,120112108000,裕盛村出点,2.49,东小路,2.89,5.四级公路,11.沥青混凝土,0.40,0.40,6.00,7.00,0,2.否,,,,2.否,2019,2000,121011121,津南区公路建设养护中心,2.否,,10.未变更,津南区公路建设养护中心,121011121,,,,Y791120112,2.49,2.89,0.40,2.否,Y791,孙国斌,韩静漪,02288531156,李国强,02288531156
Y794120112001,Y794120112,正营村路,001,120112108000,津岐路,0.00,正营村入点,1.45,5.四级公路,12.水泥混凝土,1.45,1.45,6.00,7.00,0,2.否,,,,2.否,,1985,121011121,津南区公路建设养护中心,2.否,,10.未变更,津南区公路建设养护中心,121011121,,,,Y794120112,0.00,1.45,1.45,2.否,Y794,孙国斌,韩静漪,02288531156,李国强,02288531156
Y794120112002,Y794120112,正营村路,002,120112108000,正营村入点,1.45,津港路,3.39,5.四级公路,12.水泥混凝土,1.94,1.94,6.00,7.00,1,2.否,,,,2.否,,1985,121011121,津南区公路建设养护中心,2.否,,10.未变更,津南区公路建设养护中心,121011121,,,,Y794120112,1.45,3.39,1.94,2.否,Y794,孙国斌,韩静漪,02288531156,李国强,02288531156
Y801120112001,Y801120112,月桥村路,001,120112108000,津岐路,0.00,前进村路,1.71,5.四级公路,12.水泥混凝土,1.71,1.71,5.00,6.00,2,2.否,,,,2.否,,1986,121011121,津南区公路建设养护中心,2.否,,10.未变更,津南区公路建设养护中心,121011121,,,,Y801120112,0.00,1.71,1.71,2.否,Y801,孙国斌,韩静漪,02288531156,李国强,02288531156
Y802120112001,Y802120112,前进村路,001,120112108000,津港路,0.00,月桥村路,1.85,5.四级公路,12.水泥混凝土,1.85,1.85,6.00,7.00,0,2.否,,,,2.否,,1986,121011121,津南区公路建设养护中心,2.否,,10.未变更,津南区公路建设养护中心,121011121,,,,Y802120112,0.00,1.85,1.85,2.否,Y802,孙国斌,韩静漪,02288531156,李国强,02288531156
Y827120112001,Y827120112,东上路,001,120112102000,东大站,0.00,袁茶路,3.31,3.二级公路,11.沥青混凝土,3.31,3.32,9.00,14.00,0,2.否,,,,2.否,1996,1988,121011121,津南区公路建设养护中心,2.否,,10.未变更,津南区公路建设养护中心,121011121,,,,Y827120112,0.00,3.31,3.31,2.否,Y827,孙国斌,韩静漪,02288531156,李国强,02288531156
YBNN120112001,YBNN120112,东小路支路一,001,120112102000,北马路,0.00,葛万路,0.89,5.四级公路,11.沥青混凝土,0.89,0.76,5.00,6.00,0,2.否,,,,2.否,2000,1985,121011121,津南区公路建设养护中心,2.否,,10.未变更,津南区公路建设养护中心,121011121,,,,YBNN120112,3.00,3.89,0.89,2.否,YBNN,孙国斌,韩静漪,02288531156,李国强,02288531156
